Threshold,Accuracy,Precision,Recall,F1-Score
0.5,0.8041163946061036,0.6762589928057554,0.5026737967914439,0.5766871165644172
0.33799999952316284,0.7806955287437899,0.5667351129363449,0.7379679144385026,0.6411149825783972
